frame_id,png_path,frame_host_iso,h,w,log_host_iso,log_stm32_ts_us,log_text_utf8,host_dt_diff_ms,log_text_hex
287,C:\Users\28693\Desktop\udp\frames_png\frame_000287.png,48:15.6,120,188,,,,,
288,C:\Users\28693\Desktop\udp\frames_png\frame_000288.png,48:15.7,120,188,,,,,
289,C:\Users\28693\Desktop\udp\frames_png\frame_000289.png,48:15.7,120,188,,,,,
290,C:\Users\28693\Desktop\udp\frames_png\frame_000290.png,48:15.7,120,188,,,,,
291,C:\Users\28693\Desktop\udp\frames_png\frame_000291.png,48:15.8,120,188,,,,,
292,C:\Users\28693\Desktop\udp\frames_png\frame_000292.png,48:15.8,120,188,,,,,
293,C:\Users\28693\Desktop\udp\frames_png\frame_000293.png,48:15.8,120,188,,,,,
294,C:\Users\28693\Desktop\udp\frames_png\frame_000294.png,48:15.9,120,188,,,,,
295,C:\Users\28693\Desktop\udp\frames_png\frame_000295.png,48:15.9,120,188,,,,,
296,C:\Users\28693\Desktop\udp\frames_png\frame_000296.png,48:15.9,120,188,,,,,
297,C:\Users\28693\Desktop\udp\frames_png\frame_000297.png,48:16.0,120,188,,,,,
298,C:\Users\28693\Desktop\udp\frames_png\frame_000298.png,48:16.0,120,188,,,,,
299,C:\Users\28693\Desktop\udp\frames_png\frame_000299.png,48:16.1,120,188,,,,,
300,C:\Users\28693\Desktop\udp\frames_png\frame_000300.png,48:16.1,120,188,,,,,
301,C:\Users\28693\Desktop\udp\frames_png\frame_000301.png,48:16.1,120,188,,,,,
302,C:\Users\28693\Desktop\udp\frames_png\frame_000302.png,48:16.2,120,188,,,,,
303,C:\Users\28693\Desktop\udp\frames_png\frame_000303.png,48:16.2,120,188,,,,,
304,C:\Users\28693\Desktop\udp\frames_png\frame_000304.png,48:16.2,120,188,,,,,
305,C:\Users\28693\Desktop\udp\frames_png\frame_000305.png,48:16.3,120,188,,,,,
306,C:\Users\28693\Desktop\udp\frames_png\frame_000306.png,48:16.3,120,188,,,,,
307,C:\Users\28693\Desktop\udp\frames_png\frame_000307.png,48:16.3,120,188,,,,,
308,C:\Users\28693\Desktop\udp\frames_png\frame_000308.png,48:16.4,120,188,,,,,
309,C:\Users\28693\Desktop\udp\frames_png\frame_000309.png,48:16.4,120,188,,,,,
310,C:\Users\28693\Desktop\udp\frames_png\frame_000310.png,48:16.4,120,188,,,,,
311,C:\Users\28693\Desktop\udp\frames_png\frame_000311.png,48:16.5,120,188,,,,,
312,C:\Users\28693\Desktop\udp\frames_png\frame_000312.png,48:16.5,120,188,,,,,
313,C:\Users\28693\Desktop\udp\frames_png\frame_000313.png,48:16.5,120,188,,,,,
314,C:\Users\28693\Desktop\udp\frames_png\frame_000314.png,48:16.6,120,188,,,,,
315,C:\Users\28693\Desktop\udp\frames_png\frame_000315.png,48:16.6,120,188,,,,,
316,C:\Users\28693\Desktop\udp\frames_png\frame_000316.png,48:16.7,120,188,,,,,
317,C:\Users\28693\Desktop\udp\frames_png\frame_000317.png,48:16.7,120,188,,,,,
318,C:\Users\28693\Desktop\udp\frames_png\frame_000318.png,48:16.7,120,188,,,,,
319,C:\Users\28693\Desktop\udp\frames_png\frame_000319.png,48:16.8,120,188,,,,,
320,C:\Users\28693\Desktop\udp\frames_png\frame_000320.png,48:16.8,120,188,,,,,
321,C:\Users\28693\Desktop\udp\frames_png\frame_000321.png,48:16.8,120,188,,,,,
322,C:\Users\28693\Desktop\udp\frames_png\frame_000322.png,48:16.9,120,188,,,,,
323,C:\Users\28693\Desktop\udp\frames_png\frame_000323.png,48:16.9,120,188,,,,,
324,C:\Users\28693\Desktop\udp\frames_png\frame_000324.png,48:16.9,120,188,,,,,
325,C:\Users\28693\Desktop\udp\frames_png\frame_000325.png,48:17.0,120,188,,,,,
326,C:\Users\28693\Desktop\udp\frames_png\frame_000326.png,48:17.0,120,188,,,,,
327,C:\Users\28693\Desktop\udp\frames_png\frame_000327.png,48:17.0,120,188,,,,,
328,C:\Users\28693\Desktop\udp\frames_png\frame_000328.png,48:17.1,120,188,,,,,
329,C:\Users\28693\Desktop\udp\frames_png\frame_000329.png,48:17.1,120,188,,,,,
330,C:\Users\28693\Desktop\udp\frames_png\frame_000330.png,48:17.1,120,188,,,,,
331,C:\Users\28693\Desktop\udp\frames_png\frame_000331.png,48:17.2,120,188,,,,,
332,C:\Users\28693\Desktop\udp\frames_png\frame_000332.png,48:17.2,120,188,,,,,
333,C:\Users\28693\Desktop\udp\frames_png\frame_000333.png,48:17.3,120,188,,,,,
334,C:\Users\28693\Desktop\udp\frames_png\frame_000334.png,48:17.3,120,188,,,,,
335,C:\Users\28693\Desktop\udp\frames_png\frame_000335.png,48:17.3,120,188,,,,,
336,C:\Users\28693\Desktop\udp\frames_png\frame_000336.png,48:17.4,120,188,,,,,
337,C:\Users\28693\Desktop\udp\frames_png\frame_000337.png,48:17.4,120,188,,,,,
338,C:\Users\28693\Desktop\udp\frames_png\frame_000338.png,48:17.4,120,188,,,,,
339,C:\Users\28693\Desktop\udp\frames_png\frame_000339.png,48:17.5,120,188,,,,,
340,C:\Users\28693\Desktop\udp\frames_png\frame_000340.png,48:17.5,120,188,,,,,
341,C:\Users\28693\Desktop\udp\frames_png\frame_000341.png,48:17.6,120,188,,,,,
342,C:\Users\28693\Desktop\udp\frames_png\frame_000342.png,48:17.6,120,188,,,,,
343,C:\Users\28693\Desktop\udp\frames_png\frame_000343.png,48:17.6,120,188,,,,,
344,C:\Users\28693\Desktop\udp\frames_png\frame_000344.png,48:17.7,120,188,,,,,
345,C:\Users\28693\Desktop\udp\frames_png\frame_000345.png,48:17.7,120,188,,,,,
346,C:\Users\28693\Desktop\udp\frames_png\frame_000346.png,48:17.7,120,188,,,,,
347,C:\Users\28693\Desktop\udp\frames_png\frame_000347.png,48:17.8,120,188,,,,,
348,C:\Users\28693\Desktop\udp\frames_png\frame_000348.png,48:17.8,120,188,,,,,
349,C:\Users\28693\Desktop\udp\frames_png\frame_000349.png,48:17.8,120,188,,,,,
350,C:\Users\28693\Desktop\udp\frames_png\frame_000350.png,48:17.9,120,188,,,,,
351,C:\Users\28693\Desktop\udp\frames_png\frame_000351.png,48:17.9,120,188,,,,,
352,C:\Users\28693\Desktop\udp\frames_png\frame_000352.png,48:17.9,120,188,,,,,
353,C:\Users\28693\Desktop\udp\frames_png\frame_000353.png,48:18.0,120,188,,,,,
354,C:\Users\28693\Desktop\udp\frames_png\frame_000354.png,48:18.0,120,188,,,,,
355,C:\Users\28693\Desktop\udp\frames_png\frame_000355.png,48:18.0,120,188,,,,,
356,C:\Users\28693\Desktop\udp\frames_png\frame_000356.png,48:18.1,120,188,,,,,
357,C:\Users\28693\Desktop\udp\frames_png\frame_000357.png,48:18.2,120,188,,,,,
358,C:\Users\28693\Desktop\udp\frames_png\frame_000358.png,48:18.2,120,188,,,,,
359,C:\Users\28693\Desktop\udp\frames_png\frame_000359.png,48:18.2,120,188,,,,,
360,C:\Users\28693\Desktop\udp\frames_png\frame_000360.png,48:18.2,120,188,,,,,
361,C:\Users\28693\Desktop\udp\frames_png\frame_000361.png,48:18.3,120,188,,,,,
362,C:\Users\28693\Desktop\udp\frames_png\frame_000362.png,48:18.3,120,188,,,,,
363,C:\Users\28693\Desktop\udp\frames_png\frame_000363.png,48:18.3,120,188,,,,,
364,C:\Users\28693\Desktop\udp\frames_png\frame_000364.png,48:18.4,120,188,,,,,
365,C:\Users\28693\Desktop\udp\frames_png\frame_000365.png,48:18.4,120,188,,,,,
366,C:\Users\28693\Desktop\udp\frames_png\frame_000366.png,48:18.5,120,188,,,,,
367,C:\Users\28693\Desktop\udp\frames_png\frame_000367.png,48:18.5,120,188,,,,,
368,C:\Users\28693\Desktop\udp\frames_png\frame_000368.png,48:18.6,120,188,,,,,
369,C:\Users\28693\Desktop\udp\frames_png\frame_000369.png,48:18.6,120,188,,,,,
370,C:\Users\28693\Desktop\udp\frames_png\frame_000370.png,48:18.6,120,188,,,,,
371,C:\Users\28693\Desktop\udp\frames_png\frame_000371.png,48:18.7,120,188,,,,,
372,C:\Users\28693\Desktop\udp\frames_png\frame_000372.png,48:18.7,120,188,,,,,
373,C:\Users\28693\Desktop\udp\frames_png\frame_000373.png,48:18.7,120,188,,,,,
374,C:\Users\28693\Desktop\udp\frames_png\frame_000374.png,48:18.8,120,188,,,,,
375,C:\Users\28693\Desktop\udp\frames_png\frame_000375.png,48:18.8,120,188,,,,,
376,C:\Users\28693\Desktop\udp\frames_png\frame_000376.png,48:18.9,120,188,,,,,
377,C:\Users\28693\Desktop\udp\frames_png\frame_000377.png,48:18.9,120,188,,,,,
378,C:\Users\28693\Desktop\udp\frames_png\frame_000378.png,48:18.9,120,188,,,,,
379,C:\Users\28693\Desktop\udp\frames_png\frame_000379.png,48:18.9,120,188,,,,,
380,C:\Users\28693\Desktop\udp\frames_png\frame_000380.png,48:19.0,120,188,,,,,
381,C:\Users\28693\Desktop\udp\frames_png\frame_000381.png,48:19.0,120,188,,,,,
382,C:\Users\28693\Desktop\udp\frames_png\frame_000382.png,48:19.1,120,188,,,,,
383,C:\Users\28693\Desktop\udp\frames_png\frame_000383.png,48:19.1,120,188,,,,,
384,C:\Users\28693\Desktop\udp\frames_png\frame_000384.png,48:19.1,120,188,,,,,
385,C:\Users\28693\Desktop\udp\frames_png\frame_000385.png,48:19.2,120,188,,,,,
386,C:\Users\28693\Desktop\udp\frames_png\frame_000386.png,48:19.2,120,188,,,,,
387,C:\Users\28693\Desktop\udp\frames_png\frame_000387.png,48:19.2,120,188,,,,,
388,C:\Users\28693\Desktop\udp\frames_png\frame_000388.png,48:19.3,120,188,,,,,
389,C:\Users\28693\Desktop\udp\frames_png\frame_000389.png,48:19.3,120,188,,,,,
390,C:\Users\28693\Desktop\udp\frames_png\frame_000390.png,48:19.4,120,188,,,,,
391,C:\Users\28693\Desktop\udp\frames_png\frame_000391.png,48:19.4,120,188,,,,,
392,C:\Users\28693\Desktop\udp\frames_png\frame_000392.png,48:19.4,120,188,,,,,
393,C:\Users\28693\Desktop\udp\frames_png\frame_000393.png,48:19.5,120,188,,,,,
394,C:\Users\28693\Desktop\udp\frames_png\frame_000394.png,48:19.5,120,188,,,,,
395,C:\Users\28693\Desktop\udp\frames_png\frame_000395.png,48:19.5,120,188,,,,,
396,C:\Users\28693\Desktop\udp\frames_png\frame_000396.png,48:19.6,120,188,,,,,
397,C:\Users\28693\Desktop\udp\frames_png\frame_000397.png,48:19.6,120,188,,,,,
398,C:\Users\28693\Desktop\udp\frames_png\frame_000398.png,48:19.6,120,188,,,,,
399,C:\Users\28693\Desktop\udp\frames_png\frame_000399.png,48:19.7,120,188,,,,,
400,C:\Users\28693\Desktop\udp\frames_png\frame_000400.png,48:19.7,120,188,,,,,
401,C:\Users\28693\Desktop\udp\frames_png\frame_000401.png,48:19.7,120,188,,,,,
402,C:\Users\28693\Desktop\udp\frames_png\frame_000402.png,48:19.8,120,188,,,,,
403,C:\Users\28693\Desktop\udp\frames_png\frame_000403.png,48:19.8,120,188,,,,,
404,C:\Users\28693\Desktop\udp\frames_png\frame_000404.png,48:19.8,120,188,,,,,
405,C:\Users\28693\Desktop\udp\frames_png\frame_000405.png,48:19.9,120,188,,,,,
406,C:\Users\28693\Desktop\udp\frames_png\frame_000406.png,48:19.9,120,188,,,,,
407,C:\Users\28693\Desktop\udp\frames_png\frame_000407.png,48:20.0,120,188,,,,,
408,C:\Users\28693\Desktop\udp\frames_png\frame_000408.png,48:20.0,120,188,,,,,
409,C:\Users\28693\Desktop\udp\frames_png\frame_000409.png,48:20.0,120,188,,,,,
410,C:\Users\28693\Desktop\udp\frames_png\frame_000410.png,48:20.1,120,188,,,,,
411,C:\Users\28693\Desktop\udp\frames_png\frame_000411.png,48:20.1,120,188,,,,,
412,C:\Users\28693\Desktop\udp\frames_png\frame_000412.png,48:20.1,120,188,,,,,
413,C:\Users\28693\Desktop\udp\frames_png\frame_000413.png,48:20.2,120,188,,,,,
414,C:\Users\28693\Desktop\udp\frames_png\frame_000414.png,48:20.2,120,188,,,,,
415,C:\Users\28693\Desktop\udp\frames_png\frame_000415.png,48:20.2,120,188,,,,,
416,C:\Users\28693\Desktop\udp\frames_png\frame_000416.png,48:20.3,120,188,,,,,
417,C:\Users\28693\Desktop\udp\frames_png\frame_000417.png,48:20.3,120,188,,,,,
418,C:\Users\28693\Desktop\udp\frames_png\frame_000418.png,48:20.3,120,188,,,,,
419,C:\Users\28693\Desktop\udp\frames_png\frame_000419.png,48:20.4,120,188,,,,,
420,C:\Users\28693\Desktop\udp\frames_png\frame_000420.png,48:20.4,120,188,,,,,
421,C:\Users\28693\Desktop\udp\frames_png\frame_000421.png,48:20.4,120,188,,,,,
422,C:\Users\28693\Desktop\udp\frames_png\frame_000422.png,48:20.5,120,188,,,,,
423,C:\Users\28693\Desktop\udp\frames_png\frame_000423.png,48:20.5,120,188,,,,,
424,C:\Users\28693\Desktop\udp\frames_png\frame_000424.png,48:20.5,120,188,,,,,
425,C:\Users\28693\Desktop\udp\frames_png\frame_000425.png,48:20.6,120,188,,,,,
426,C:\Users\28693\Desktop\udp\frames_png\frame_000426.png,48:20.6,120,188,,,,,
427,C:\Users\28693\Desktop\udp\frames_png\frame_000427.png,48:20.7,120,188,,,,,
428,C:\Users\28693\Desktop\udp\frames_png\frame_000428.png,48:20.7,120,188,,,,,
429,C:\Users\28693\Desktop\udp\frames_png\frame_000429.png,48:20.7,120,188,,,,,
430,C:\Users\28693\Desktop\udp\frames_png\frame_000430.png,48:20.8,120,188,,,,,
431,C:\Users\28693\Desktop\udp\frames_png\frame_000431.png,48:20.8,120,188,,,,,
432,C:\Users\28693\Desktop\udp\frames_png\frame_000432.png,48:20.8,120,188,,,,,
433,C:\Users\28693\Desktop\udp\frames_png\frame_000433.png,48:20.9,120,188,,,,,
434,C:\Users\28693\Desktop\udp\frames_png\frame_000434.png,48:20.9,120,188,,,,,
435,C:\Users\28693\Desktop\udp\frames_png\frame_000435.png,48:20.9,120,188,,,,,
436,C:\Users\28693\Desktop\udp\frames_png\frame_000436.png,48:21.0,120,188,,,,,
437,C:\Users\28693\Desktop\udp\frames_png\frame_000437.png,48:21.0,120,188,,,,,
438,C:\Users\28693\Desktop\udp\frames_png\frame_000438.png,48:21.0,120,188,,,,,
439,C:\Users\28693\Desktop\udp\frames_png\frame_000439.png,48:21.1,120,188,,,,,
440,C:\Users\28693\Desktop\udp\frames_png\frame_000440.png,48:21.1,120,188,,,,,
441,C:\Users\28693\Desktop\udp\frames_png\frame_000441.png,48:21.1,120,188,,,,,
442,C:\Users\28693\Desktop\udp\frames_png\frame_000442.png,48:21.2,120,188,,,,,
443,C:\Users\28693\Desktop\udp\frames_png\frame_000443.png,48:21.2,120,188,,,,,
444,C:\Users\28693\Desktop\udp\frames_png\frame_000444.png,48:21.3,120,188,,,,,
445,C:\Users\28693\Desktop\udp\frames_png\frame_000445.png,48:21.3,120,188,,,,,
446,C:\Users\28693\Desktop\udp\frames_png\frame_000446.png,48:21.3,120,188,,,,,
447,C:\Users\28693\Desktop\udp\frames_png\frame_000447.png,48:21.4,120,188,,,,,
448,C:\Users\28693\Desktop\udp\frames_png\frame_000448.png,48:21.4,120,188,,,,,
449,C:\Users\28693\Desktop\udp\frames_png\frame_000449.png,48:21.4,120,188,,,,,
450,C:\Users\28693\Desktop\udp\frames_png\frame_000450.png,48:21.5,120,188,,,,,
451,C:\Users\28693\Desktop\udp\frames_png\frame_000451.png,48:21.5,120,188,,,,,
452,C:\Users\28693\Desktop\udp\frames_png\frame_000452.png,48:21.5,120,188,,,,,
453,C:\Users\28693\Desktop\udp\frames_png\frame_000453.png,48:21.6,120,188,,,,,
454,C:\Users\28693\Desktop\udp\frames_png\frame_000454.png,48:21.6,120,188,,,,,
455,C:\Users\28693\Desktop\udp\frames_png\frame_000455.png,48:21.6,120,188,,,,,
456,C:\Users\28693\Desktop\udp\frames_png\frame_000456.png,48:21.7,120,188,,,,,
457,C:\Users\28693\Desktop\udp\frames_png\frame_000457.png,48:21.7,120,188,,,,,
458,C:\Users\28693\Desktop\udp\frames_png\frame_000458.png,48:21.8,120,188,,,,,
459,C:\Users\28693\Desktop\udp\frames_png\frame_000459.png,48:21.8,120,188,,,,,
460,C:\Users\28693\Desktop\udp\frames_png\frame_000460.png,48:21.8,120,188,,,,,
461,C:\Users\28693\Desktop\udp\frames_png\frame_000461.png,48:21.9,120,188,,,,,
462,C:\Users\28693\Desktop\udp\frames_png\frame_000462.png,48:21.9,120,188,,,,,
463,C:\Users\28693\Desktop\udp\frames_png\frame_000463.png,48:21.9,120,188,,,,,
464,C:\Users\28693\Desktop\udp\frames_png\frame_000464.png,48:22.0,120,188,,,,,
465,C:\Users\28693\Desktop\udp\frames_png\frame_000465.png,48:22.0,120,188,,,,,
466,C:\Users\28693\Desktop\udp\frames_png\frame_000466.png,48:22.1,120,188,,,,,
467,C:\Users\28693\Desktop\udp\frames_png\frame_000467.png,48:22.1,120,188,,,,,
468,C:\Users\28693\Desktop\udp\frames_png\frame_000468.png,48:22.1,120,188,,,,,
469,C:\Users\28693\Desktop\udp\frames_png\frame_000469.png,48:22.2,120,188,,,,,
470,C:\Users\28693\Desktop\udp\frames_png\frame_000470.png,48:22.2,120,188,,,,,
471,C:\Users\28693\Desktop\udp\frames_png\frame_000471.png,48:22.2,120,188,,,,,
472,C:\Users\28693\Desktop\udp\frames_png\frame_000472.png,48:22.3,120,188,,,,,
473,C:\Users\28693\Desktop\udp\frames_png\frame_000473.png,48:22.3,120,188,,,,,
474,C:\Users\28693\Desktop\udp\frames_png\frame_000474.png,48:22.3,120,188,,,,,
475,C:\Users\28693\Desktop\udp\frames_png\frame_000475.png,48:22.4,120,188,,,,,
476,C:\Users\28693\Desktop\udp\frames_png\frame_000476.png,48:22.4,120,188,,,,,
477,C:\Users\28693\Desktop\udp\frames_png\frame_000477.png,48:22.4,120,188,,,,,
478,C:\Users\28693\Desktop\udp\frames_png\frame_000478.png,48:22.5,120,188,,,,,
479,C:\Users\28693\Desktop\udp\frames_png\frame_000479.png,48:22.5,120,188,,,,,
480,C:\Users\28693\Desktop\udp\frames_png\frame_000480.png,48:22.5,120,188,,,,,
481,C:\Users\28693\Desktop\udp\frames_png\frame_000481.png,48:22.6,120,188,,,,,
482,C:\Users\28693\Desktop\udp\frames_png\frame_000482.png,48:22.6,120,188,,,,,
483,C:\Users\28693\Desktop\udp\frames_png\frame_000483.png,48:22.7,120,188,,,,,
484,C:\Users\28693\Desktop\udp\frames_png\frame_000484.png,48:22.7,120,188,,,,,
485,C:\Users\28693\Desktop\udp\frames_png\frame_000485.png,48:22.8,120,188,,,,,
486,C:\Users\28693\Desktop\udp\frames_png\frame_000486.png,48:22.8,120,188,,,,,
487,C:\Users\28693\Desktop\udp\frames_png\frame_000487.png,48:22.8,120,188,,,,,
488,C:\Users\28693\Desktop\udp\frames_png\frame_000488.png,48:22.8,120,188,,,,,
489,C:\Users\28693\Desktop\udp\frames_png\frame_000489.png,48:22.9,120,188,,,,,
490,C:\Users\28693\Desktop\udp\frames_png\frame_000490.png,48:22.9,120,188,,,,,
491,C:\Users\28693\Desktop\udp\frames_png\frame_000491.png,48:22.9,120,188,,,,,
492,C:\Users\28693\Desktop\udp\frames_png\frame_000492.png,48:23.0,120,188,,,,,
493,C:\Users\28693\Desktop\udp\frames_png\frame_000493.png,48:23.0,120,188,,,,,
494,C:\Users\28693\Desktop\udp\frames_png\frame_000494.png,48:23.1,120,188,,,,,
495,C:\Users\28693\Desktop\udp\frames_png\frame_000495.png,48:23.1,120,188,,,,,
496,C:\Users\28693\Desktop\udp\frames_png\frame_000496.png,48:23.2,120,188,,,,,
497,C:\Users\28693\Desktop\udp\frames_png\frame_000497.png,48:23.2,120,188,,,,,
498,C:\Users\28693\Desktop\udp\frames_png\frame_000498.png,48:23.2,120,188,,,,,
499,C:\Users\28693\Desktop\udp\frames_png\frame_000499.png,48:23.3,120,188,,,,,
500,C:\Users\28693\Desktop\udp\frames_png\frame_000500.png,48:23.3,120,188,,,,,
501,C:\Users\28693\Desktop\udp\frames_png\frame_000501.png,48:23.4,120,188,,,,,
502,C:\Users\28693\Desktop\udp\frames_png\frame_000502.png,48:23.4,120,188,,,,,
503,C:\Users\28693\Desktop\udp\frames_png\frame_000503.png,48:23.4,120,188,,,,,
504,C:\Users\28693\Desktop\udp\frames_png\frame_000504.png,48:23.5,120,188,,,,,
505,C:\Users\28693\Desktop\udp\frames_png\frame_000505.png,48:23.5,120,188,,,,,
506,C:\Users\28693\Desktop\udp\frames_png\frame_000506.png,48:23.5,120,188,,,,,
507,C:\Users\28693\Desktop\udp\frames_png\frame_000507.png,48:23.6,120,188,,,,,
508,C:\Users\28693\Desktop\udp\frames_png\frame_000508.png,48:23.6,120,188,,,,,
509,C:\Users\28693\Desktop\udp\frames_png\frame_000509.png,48:23.6,120,188,,,,,
510,C:\Users\28693\Desktop\udp\frames_png\frame_000510.png,48:23.6,120,188,,,,,
511,C:\Users\28693\Desktop\udp\frames_png\frame_000511.png,48:23.7,120,188,,,,,
512,C:\Users\28693\Desktop\udp\frames_png\frame_000512.png,48:23.7,120,188,,,,,
513,C:\Users\28693\Desktop\udp\frames_png\frame_000513.png,48:23.8,120,188,,,,,
514,C:\Users\28693\Desktop\udp\frames_png\frame_000514.png,48:23.8,120,188,,,,,
515,C:\Users\28693\Desktop\udp\frames_png\frame_000515.png,48:23.8,120,188,,,,,
516,C:\Users\28693\Desktop\udp\frames_png\frame_000516.png,48:23.9,120,188,,,,,
517,C:\Users\28693\Desktop\udp\frames_png\frame_000517.png,48:23.9,120,188,,,,,
518,C:\Users\28693\Desktop\udp\frames_png\frame_000518.png,48:24.0,120,188,,,,,
519,C:\Users\28693\Desktop\udp\frames_png\frame_000519.png,48:24.0,120,188,,,,,
520,C:\Users\28693\Desktop\udp\frames_png\frame_000520.png,48:24.0,120,188,,,,,
521,C:\Users\28693\Desktop\udp\frames_png\frame_000521.png,48:24.1,120,188,,,,,
522,C:\Users\28693\Desktop\udp\frames_png\frame_000522.png,48:24.1,120,188,,,,,
523,C:\Users\28693\Desktop\udp\frames_png\frame_000523.png,48:24.1,120,188,,,,,
524,C:\Users\28693\Desktop\udp\frames_png\frame_000524.png,48:24.2,120,188,,,,,
525,C:\Users\28693\Desktop\udp\frames_png\frame_000525.png,48:24.2,120,188,,,,,
526,C:\Users\28693\Desktop\udp\frames_png\frame_000526.png,48:24.2,120,188,,,,,
527,C:\Users\28693\Desktop\udp\frames_png\frame_000527.png,48:24.3,120,188,,,,,
528,C:\Users\28693\Desktop\udp\frames_png\frame_000528.png,48:24.3,120,188,,,,,
529,C:\Users\28693\Desktop\udp\frames_png\frame_000529.png,48:24.3,120,188,,,,,
530,C:\Users\28693\Desktop\udp\frames_png\frame_000530.png,48:24.4,120,188,,,,,
531,C:\Users\28693\Desktop\udp\frames_png\frame_000531.png,48:24.4,120,188,,,,,
532,C:\Users\28693\Desktop\udp\frames_png\frame_000532.png,48:24.4,120,188,,,,,
533,C:\Users\28693\Desktop\udp\frames_png\frame_000533.png,48:24.5,120,188,,,,,
534,C:\Users\28693\Desktop\udp\frames_png\frame_000534.png,48:24.5,120,188,,,,,
535,C:\Users\28693\Desktop\udp\frames_png\frame_000535.png,48:24.5,120,188,,,,,
536,C:\Users\28693\Desktop\udp\frames_png\frame_000536.png,48:24.6,120,188,,,,,
537,C:\Users\28693\Desktop\udp\frames_png\frame_000537.png,48:24.6,120,188,,,,,
538,C:\Users\28693\Desktop\udp\frames_png\frame_000538.png,48:24.7,120,188,,,,,
539,C:\Users\28693\Desktop\udp\frames_png\frame_000539.png,48:24.7,120,188,,,,,
540,C:\Users\28693\Desktop\udp\frames_png\frame_000540.png,48:24.7,120,188,,,,,
541,C:\Users\28693\Desktop\udp\frames_png\frame_000541.png,48:24.8,120,188,,,,,
542,C:\Users\28693\Desktop\udp\frames_png\frame_000542.png,48:24.8,120,188,,,,,
543,C:\Users\28693\Desktop\udp\frames_png\frame_000543.png,48:24.8,120,188,,,,,
544,C:\Users\28693\Desktop\udp\frames_png\frame_000544.png,48:24.9,120,188,,,,,
545,C:\Users\28693\Desktop\udp\frames_png\frame_000545.png,48:24.9,120,188,,,,,
546,C:\Users\28693\Desktop\udp\frames_png\frame_000546.png,48:24.9,120,188,,,,,
547,C:\Users\28693\Desktop\udp\frames_png\frame_000547.png,48:25.0,120,188,,,,,
