frame_id,host_recv_iso,png_path,h,w,left_variance,right_variance,横firstcorner_pos,纵firstcorner_pos,count_down,result_cl.matched,result_cl.confidence,result_cr.matched,result_cr.confidence,first_corner,左直left_straight,右直right_straight,左 中 丢last_left_lost_midstart,右 中 丢last_right_lost_midstart,左 生长dir_l,右 生长dir_r
1,50:48.0,C:\Users\28693\Desktop\udp\frames_png\frame_000001.png,120,188,12.809496,253.220871,139,84,8,0,0.000000,1,0.700000,1,2,0,0,90,"[3,3,3,3,3,3,3,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,5,4,4,3,4,4,3,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,6,5,5,4,5,5,5,5,5,5,5,5,5,5,5,7]","[2,3,3,2,1,1,1,0,7,7,7,1,1,1,0,1,1,1,3,3,3,3,5,4,3,3,3,2,1,1,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,7,7,7,6,5,5,5,7,6,5,6,5,5,4,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,4,5,4,3,3,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,3]"
2,50:48.0,C:\Users\28693\Desktop\udp\frames_png\frame_000002.png,120,188,10.032337,232.542023,138,85,8,0,0.000000,1,0.750000,1,2,0,0,90,"[3,3,3,3,3,3,3,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,5,4,4,3,4,3,4,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,6,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]","[3,2,2,1,1,0,7,7,1,1,3,2,3,2,1,1,1,1,1,2,3,3,5,5,4,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,5,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,3,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,4,3,3,2,5,5,5,3,3,5,7,6,5,5,3,3,5,7,6,5,5,3,3,5,7,6,5,5,3,3,5,7,6,5,5,3,3,5,7,6,5,5,3,3,5,7,6,5,5,3,3,5,7,6,5,5,3,3,5,7,6,5,5,3,3,5,7,6,5,5,3,3,5,7,6,5,5,3,3,5,7,6,5,5,3,3,5,7,6,5,5,3,3,5,7,6,5,5,3,3,5,7,6,5,5,3,3,5,7,6,5,5,3,3,5,7,6,5,5,3,3,5,7,6,5,5,3,3,5,7,6,5,5,3,3,5,7,6,5,5,3,3,5,7,6,5,5,3,3,5,7,6,5,5,3,3,5,7,6,5,5,3,3,5,7,6,5,5,3,3,5,7,6,5,5,3,3,5,7,6,5,5,3,3,5]"
3,50:48.0,C:\Users\28693\Desktop\udp\frames_png\frame_000003.png,120,188,0.747018,237.014206,138,86,8,0,0.000000,1,0.750000,1,1,0,0,91,"[3,3,3,3,3,3,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7]","[3,2,1,1,1,1,2,1,1,3,3,2,1,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,3,4,3,4,3,4,4,4,4,5,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,3,3,2,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,5,5,4,3,3,3,5,5,7,7,7,7,6,5,5,4,3,5,4,5,5,5,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,4,5,5,4,3,3,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3]"
4,50:48.1,C:\Users\28693\Desktop\udp\frames_png\frame_000004.png,120,188,0.582638,247.911423,139,84,8,0,0.000000,1,0.700000,1,1,0,0,90,"[3,3,3,3,3,3,3,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7]","[2,2,1,2,1,1,0,7,1,1,1,0,1,1,1,1,3,3,3,3,5,5,5,4,3,3,2,1,3,3,2,2,2,1,3,3,3,3,3,3,3,3,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,5,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,3,3,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,5,4,3,3,5,5,5,7,7,7,6,5,5,4,3,4,5,5,5,5,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,5,5,4,4,3,3,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,3]"
5,50:48.1,C:\Users\28693\Desktop\udp\frames_png\frame_000005.png,120,188,26.346527,242.284821,138,85,8,0,0.000000,1,0.750000,1,2,0,0,90,"[3,3,3,3,3,3,3,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,5,4,3,4,4,3,4,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,6,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,7]","[2,3,2,1,2,1,1,0,7,7,6,7,1,1,3,3,3,2,1,3,2,2,1,3,3,3,3,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,5,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,3,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,5,5,5,7,7,6,5,5,5,5,5,4,3,5,5,5,7,6,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,3,3,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3]"
6,50:48.1,C:\Users\28693\Desktop\udp\frames_png\frame_000006.png,120,188,0.665558,243.641434,138,86,8,0,0.000000,1,0.750000,1,1,0,0,91,"[3,3,3,3,3,3,3,4,4,3,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,5,4,4,3,4,4,3,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7]","[3,3,2,1,1,0,7,7,7,1,1,1,1,1,3,4,3,3,3,2,1,3,3,3,3,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,3,3,2,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,7,7,6,5,5,4,4,5,5,5,5,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,4,5,5,4,3,3,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3]"
7,50:48.1,C:\Users\28693\Desktop\udp\frames_png\frame_000007.png,120,188,0.587919,253.418228,138,85,8,0,0.000000,1,0.750000,1,1,0,0,90,"[3,3,3,3,3,3,3,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7]","[2,1,3,3,2,1,1,0,7,1,1,0,7,7,1,1,1,3,3,4,3,3,3,3,3,3,2,2,2,3,2,1,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,5,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,7,6,5,5,4,3,3,5,5,7,7,6,5,5,5,4,4,5,5,5,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,5,5,4,4,3,3,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3]"
8,50:48.2,C:\Users\28693\Desktop\udp\frames_png\frame_000008.png,120,188,27.378786,231.478714,138,85,8,0,0.000000,1,0.750000,1,2,0,0,90,"[3,3,3,3,3,3,3,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,5,4,3,4,4,3,4,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,6,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,7]","[2,3,3,2,2,1,1,0,7,7,1,1,2,1,1,1,3,3,3,3,3,3,3,2,1,3,2,1,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,3,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,5,5,5,7,6,5,7,7,6,5,5,4,3,3,4,5,4,5,5,5,7,6,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,4,3,3,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3]"
9,50:48.3,C:\Users\28693\Desktop\udp\frames_png\frame_000009.png,120,188,0.687386,248.208893,138,86,8,0,0.000000,1,0.750000,1,1,0,0,91,"[3,3,3,3,3,3,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7]","[3,3,2,1,1,1,1,0,1,1,2,3,2,3,2,3,3,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,3,4,3,4,3,4,3,4,4,4,5,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,3,3,2,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,7,7,6,5,5,5,5,5,4,4,5,5,5,5,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,4,5,4,3,3,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3]"
10,50:48.3,C:\Users\28693\Desktop\udp\frames_png\frame_000010.png,120,188,0.628334,255.455597,138,85,8,0,0.000000,1,0.750000,1,1,0,0,90,"[3,3,3,3,3,3,3,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,5,4,3,4,4,3,4,3,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7]","[3,2,1,2,1,1,0,7,7,7,1,1,3,3,3,2,3,2,1,1,3,3,3,3,2,1,1,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,5,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,6,5,5,5,4,5,5,5,5,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,4,4,3,3,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,3]"
11,50:48.3,C:\Users\28693\Desktop\udp\frames_png\frame_000011.png,120,188,21.846991,242.351517,138,85,8,0,0.000000,1,0.750000,1,2,0,0,90,"[3,3,3,3,3,3,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,5,4,3,4,4,3,4,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,6,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7]","[2,3,2,1,2,1,1,0,7,7,1,1,3,2,3,2,3,3,2,3,3,2,1,1,0,7,7,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,4,3,5,5,5,7,7,7,6,5,5,5,5,4,3,5,5,5,7,6,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,3,3,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3]"
12,50:48.4,C:\Users\28693\Desktop\udp\frames_png\frame_000012.png,120,188,0.621356,245.776657,138,86,8,0,0.000000,1,0.750000,1,1,0,0,91,"[3,3,3,3,3,3,3,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7]","[2,3,2,2,1,3,2,1,1,0,7,7,1,1,3,3,3,2,1,1,3,3,2,2,1,3,2,1,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,3,4,3,4,3,4,4,3,4,4,5,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,3,3,2,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,3,4,5,5,5,5,7,7,7,6,5,5,4,4,3,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,4,5,4,3,3,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3]"
13,50:48.4,C:\Users\28693\Desktop\udp\frames_png\frame_000013.png,120,188,0.702186,248.338440,138,85,8,0,0.000000,1,0.750000,1,1,0,0,90,"[3,3,3,3,3,3,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,5,4,3,4,4,3,4,3,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7]","[2,2,3,3,2,1,1,0,7,0,1,0,7,7,2,1,3,3,3,2,3,2,1,1,0,7,7,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,4,5,5,6,5,5,5,5,5,4,3,5,5,5,7,6,5,5,5,5,5,5,5,5,5,6,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,3,3,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3]"
14,50:48.4,C:\Users\28693\Desktop\udp\frames_png\frame_000014.png,120,188,0.691512,239.136978,138,86,8,0,0.000000,1,0.750000,1,1,0,0,91,"[3,3,3,3,3,3,3,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7]","[2,1,1,1,1,0,0,1,1,1,1,3,5,5,4,3,3,2,1,2,1,1,1,1,1,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,3,4,3,4,3,4,4,3,4,5,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,3,3,2,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,3,4,5,5,5,7,6,7,6,5,5,5,4,3,3,5,5,5,5,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,4,5,4,3,3,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3]"
