frame_id,host_recv_iso,png_path,h,w,left_variance,right_variance,横firstcorner_pos,纵firstcorner_pos,count_down,result_cl.matched,result_cl.confidence,result_cr.matched,result_cr.confidence,first_corner,左直left_straight,右直right_straight,左 中 丢last_left_lost_midstart,右 中 丢last_right_lost_midstart,左 生长dir_l,右 生长dir_r
108,50:51.8,C:\Users\28693\Desktop\udp\frames_png\frame_000108.png,120,188,0.472486,140.075546,0,0,0,0,0.000000,0,0.000000,0,1,0,0,0,"[3,4,3,4,3,4,4,4,3,4,4,3,4,4,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,3,4,3,4,3,3,4,3,4,4,4,5,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,7]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,5,4,4,5,4,4,5,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,2,3,2,2,2,2,1,1,2,2,3,2,1,1,1,1,2,1,3,2,1,1,1,2,1,1,1,1,1,1,1,3,3,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,4,4,3,3]"
109,50:51.8,C:\Users\28693\Desktop\udp\frames_png\frame_000109.png,120,188,0.982089,79.605476,0,0,0,0,0.000000,0,0.000000,0,1,0,0,0,"[4,3,3,5,4,3,3,4,4,4,3,4,4,3,4,4,3,4,4,4,4,3,3,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,3,4,4,3,4,3,4,4,3,4,3,3,4,3,4,5,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,3,4,4,3,4,4,4,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,6,5]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,5,4,5,4,5,4,5,4,5,4,4,5,5,4,4,5,4,5,4,5,4,4,5,4,4,5,4,5,4,4,4,5,4,4,4,4,4,4,3,4,4,3,4,3,3,3,3,2,3,2,1,2,2,1,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,3,2,5,5,0,7,1,3,3,3,3,5,5,5,7,6,5,5,0,7,1,3,3,3,3,5,5,5,7,6,5,5,0,7,1,3,3,3,3,5,5,5,7,6,5,5,0,7,1,3,3,3,3,5,5,5,7,6,5,5,0,7,1,3,3,3,3,5,5,5,7,6,5,5,0,7,1,3,3,3,3,5,5,5,7,6,5,5,0,7,1,3,3,3,3,5,5,5,7,6,5,5,0,7,1,3,3,3,3,5,5,5,7,6,5,5,0,7,1,3,3,3,3,5,5,5,7,6,5,5,0,7,1,3,3,3,3,5,5,5,7,6,5,5,0,7,1,3,3,3,3,5,5,5,7,6,5,5,0,7,1,3,3,3,3,5,5,5,7,6,5,5,0,7,1,3,3,3,3,5,5,5,7,6,5,5,0,7,1,3,3,3,3,5,5,5,7,6,5,5,0,7,1,3,3,3,3,5,5,5,7,6,5,5,0,7,1,3,3,3,3,5]"
110,50:51.8,C:\Users\28693\Desktop\udp\frames_png\frame_000110.png,120,188,2.123237,206.973083,0,0,0,0,0.000000,0,0.000000,0,1,0,0,0,"[3,4,4,3,4,4,3,4,4,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,3,3,3,3,4,3,4,4,4,3,4,4,3,4,3,4,3,4,3,3,4,4,5,5,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,3,5,4,4,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,7]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,5,4,4,5,4,5,4,4,5,4,4,4,5,4,4,3,3,5,4,5,4,4,5,4,4,4,5,4,4,4,4,4,5,4,4,3,4,4,4,3,4,3,3,4,3,3,3,2,3,2,3,2,2,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,5,5,4,4,5,5,5,5,5,5,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,4,4,3,4,3,3]"
111,50:51.9,C:\Users\28693\Desktop\udp\frames_png\frame_000111.png,120,188,0.503074,231.744385,0,0,0,0,0.000000,0,0.000000,0,1,0,0,0,"[3,4,4,3,4,4,4,3,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,3,4,4,3,4,4,3,3,4,4,3,3,4,3,5,5,4,5,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,3,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,5,5,5,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,7]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,4,5,4,4,5,4,5,4,4,5,4,4,5,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,3,3,3,3,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,3,3,3,5,5,7,7,6,5,5,4,4,3,5,4,5,5,6,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3]"
112,50:51.9,C:\Users\28693\Desktop\udp\frames_png\frame_000112.png,120,188,0.906855,38.430660,0,0,0,0,0.000000,0,0.000000,0,1,2,0,0,"[3,4,3,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,3,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,3,4,3,4,4,4,3,4,3,4,4,3,3,4,3,3,4,3,4,4,5,5,5,4,4,3,4,4,4,3,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,3,4,3,5,4,5,5,5,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,5,4,5,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,3,4,3,4,3,3,3,3,3,3,3,3,2,2,2,2,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]"
113,50:51.9,C:\Users\28693\Desktop\udp\frames_png\frame_000113.png,120,188,1.212677,209.830139,0,0,0,0,0.000000,0,0.000000,0,1,0,0,0,"[4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,3,4,4,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,3,4,4,4,3,4,3,4,4,3,4,3,4,3,4,3,3,4,3,3,5,4,5,5,5,4,4,3,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,3,4,4,5,4,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,7]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,4,3,5,5,4,4,4,4,5,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,3,3,3,3,3,3,2,3,2,2,2,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,3,5,4,5,4,4,5,5,6,5,5,5,4,3,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,4,4,4,3,3,3]"
114,50:52.0,C:\Users\28693\Desktop\udp\frames_png\frame_000114.png,120,188,0.937115,228.125443,0,0,0,0,0.000000,0,0.000000,0,1,0,0,0,"[4,4,3,4,4,3,4,4,4,3,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,3,4,4,3,3,4,3,4,3,4,3,4,3,5,5,5,5,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,3,4,4,3,4,4,5,4,5,5,5,4,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,4,4,5,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,3,3,4,3,3,3,3,2,3,2,2,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,0,1,1,1,3,3,3,4,4,3,3,5,5,5,5,6,5,5,4,3,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4,4,4,4,4,3,3]"
115,50:52.0,C:\Users\28693\Desktop\udp\frames_png\frame_000115.png,120,188,1.136451,212.167786,0,0,0,0,0.000000,0,0.000000,0,1,0,0,0,"[4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,5,5,4,5,5,4,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,3,4,4,5,4,5,5,5,5,4,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,3,4,3,4,4,3,4,3,3,3,3,3,3,3,3,3,2,3,2,2,2,1,2,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,3,3,3,5,4,3,4,3,5,5,7,7,7,6,5,5,4,3,4,3,3,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,5,4,4,3,3,4,3]"
116,50:52.1,C:\Users\28693\Desktop\udp\frames_png\frame_000116.png,120,188,1.781490,268.704651,0,0,0,0,0.000000,0,0.000000,0,1,0,0,91,"[4,3,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,3,5,4,3,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,3,4,3,4,3,3,4,4,3,5,4,5,5,5,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,5,5,5,4,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,7]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,3,4,4,3,4,3,4,3,4,3,4,3,3,3,3,2,3,2,3,2,2,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,3,5,4,3,3,3,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,4,4,4,3,3,3,3]"
117,50:52.2,C:\Users\28693\Desktop\udp\frames_png\frame_000117.png,120,188,1.549923,280.292389,0,0,0,0,0.000000,0,0.000000,0,1,0,0,91,"[4,4,3,4,4,3,4,3,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,3,4,3,4,3,4,3,4,3,3,4,3,4,4,3,5,5,4,5,5,4,4,3,4,4,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,5,5,5,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,3,3,4,4,3,4,4,4,3,4,4,3,4,3,4,3,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,3,3,3,3,3,3,4,5,4,3,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,4,4,3,3,3,3]"
118,50:52.2,C:\Users\28693\Desktop\udp\frames_png\frame_000118.png,120,188,2.733471,292.659698,0,0,0,0,0.000000,0,0.000000,0,1,0,0,90,"[3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,3,4,3,4,4,3,3,4,3,4,3,4,4,3,4,4,4,5,5,5,4,4,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,5,4,5,5,5,4,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,6,5,7]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,3,5,5,5,4,3,3,3,3,4,4,4,3,4,4,3,4,4,3,3,4,3,3,3,3,3,3,3,2,2,3,3,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,3,3,3,3,3,3,3,4,3,5,5,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,4,4,5,4,3,5,4,4,4,4,5,4,3,3,3,3]"
119,50:52.2,C:\Users\28693\Desktop\udp\frames_png\frame_000119.png,120,188,3.136571,346.508392,0,0,0,0,0.000000,0,0.000000,0,1,0,0,87,"[3,3,3,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,3,4,4,3,4,4,3,4,4,4,3,3,4,3,4,3,4,3,4,3,4,3,4,4,4,4,5,4,5,5,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,3,4,4,3,5,4,3,4,4,4,4,3,4,4,3,4,4,3,5,4,4,5,4,5,5,5,5,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,7]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,4,4,4,4,4,4,4,4,5,4,3,4,5,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,3,3,3,4,3,3,3,3,3,3,2,3,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,4,4,4,4,4,4,4,5,4,4,3,3,3,3,3]"
120,50:52.3,C:\Users\28693\Desktop\udp\frames_png\frame_000120.png,120,188,2.633519,322.755249,0,0,0,0,0.000000,0,0.000000,0,1,0,0,89,"[3,3,3,3,3,3,3,4,3,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,3,4,4,3,4,3,3,4,4,3,3,4,3,4,3,4,4,4,5,5,5,5,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,5,5,4,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,2,3,2,2,1,2,2,2,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,5,6,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,3,4,4,3]"
121,50:52.3,C:\Users\28693\Desktop\udp\frames_png\frame_000121.png,120,188,2.906285,347.434998,0,0,0,0,0.000000,0,0.000000,0,1,0,0,87,"[3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,3,4,4,3,4,4,3,4,3,4,4,3,4,4,3,4,3,4,4,3,4,3,3,4,3,4,4,3,3,4,4,3,4,4,4,5,4,5,4,5,4,3,4,4,4,4,3,4,3,4,4,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,5,5,4,5,5,5,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,7]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,5,5,4,3,3,3,3,4,3,4,4,3,3,4,3,3,4,3,3,3,3,2,3,3,3,2,3,2,1,2,2,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,4,4,4,4,4,4,4,5,4,4,4,3,3,2,3]"
122,50:52.3,C:\Users\28693\Desktop\udp\frames_png\frame_000122.png,120,188,4.196509,377.438446,0,0,0,0,0.000000,0,0.000000,0,1,0,0,84,"[3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,3,4,3,4,3,4,4,3,4,3,4,3,4,3,5,4,4,4,4,5,5,4,5,4,5,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,5,5,5,5,4,5,5,5,5,4,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,3,5,5,4,4,4,3,5,5,4,3,3,3,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3,2,3,2,2,2,2,1,2,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,4,4,4,4,4,5,4,4,4,5,4,3,3,3,2,3]"
123,50:52.4,C:\Users\28693\Desktop\udp\frames_png\frame_000123.png,120,188,3.163156,331.978607,0,0,0,0,0.000000,0,0.000000,0,1,0,0,86,"[3,3,3,3,3,3,3,3,3,3,4,5,4,3,4,4,3,4,3,4,3,3,4,3,4,3,3,4,4,4,3,3,4,3,4,4,3,4,5,4,4,5,4,3,5,5,4,4,4,3,4,4,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,3,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,3,3,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,5,4,4,3,4,4,4,3,4,4,4,4,5,5,4,5,4,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,6,5,5,7]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,3,4,3,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,3,3,3,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,4,4,4,4,4,4,5,4,4,4,4,3,3,4]"
124,50:52.4,C:\Users\28693\Desktop\udp\frames_png\frame_000124.png,120,188,3.183889,359.822571,0,0,0,0,0.000000,0,0.000000,0,1,0,0,80,"[3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,4,3,3,4,3,4,4,4,4,3,3,4,3,4,4,3,3,4,3,4,4,5,4,5,5,5,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,5,4,3,4,4,3,4,4,4,5,5,4,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,7]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,3,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,3,4,4,3,4,4,3,4,3,4,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,1,2,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,5,4,3,5,4,5,4,4,3,3,4,3,3]"
